text,label
i don t like feeling grouchy and i m sure those around me don t revel in the sulky don t bug me attitude that exudes from my curled under lip,3
i have to say despite feeling pretty rotten i really loved it there,0
i last uploaded any iphone wallpapers christmas to be precise but if anyone is feeling festive,1
i really feel like crap now class delicious title share this on del,1
i am feeling very appreciative and delighted to have been welcomed to and included in this group and it is an honor and a privilege to have the chance to participate alongside these impressive educators in the common cause of st century learning,1
i am feeling a little bit victimized by spammers right now but my question is this wouldnt it have been easier just to stop sending me the email,0
i could not fathom a narrative my companion did but lost it half way through and we were both left feeling confused and unsatisfied,4
i feel sure you can tell which is which even with your eyes closed,1
i knew that he would relate to that story feeling intimidated and scared by the creatures that resided here,4
i went home feeling glad for everything id heard and learned,1
i started out feeling cold but pretty good,3
i am feeling a little grumpy today,3
i feel like my opinions are respected,1
i got on with my life achieved things i never have dreamed of but the empty feeling yes the empty feeling is killing me,0
i feel safest and most frightened by water,4
